Gender,Dob,PIN,Curr_res_yr,Curr_res,Rent,Deps,Marital,Qualification,Credit_score,Religion,Category,Res_stat,Occupation,Salaried,Emp_pin,Curr_emp_yr,Gross_monthly_in,Net_monthly_in,Avg_monthly_exp,Prop,Veh,FD,PPF,PF,Investments,SLIP,Amt,Tenor,Returned
0,1974,110059,19,0,5000,8,0,0,872,0,3,0,1,2,110006,19,243846,51980,50735,156493,137739,10865,51740,19153,159440,137816,4329566,4,0
1,1978,110069,59,1,6000,2,1,2,645,1,2,1,0,1,110056,59,102904,31637,28968,32550,161569,44917,41461,28078,130677,141627,3130672,12,1
2,1994,110005,35,1,21000,6,1,1,521,0,0,0,1,1,110017,35,69682,53434,26091,29933,206493,10616,25141,17655,91256,406426,2524310,20,1
1,1970,110005,48,2,20000,8,2,0,688,0,2,1,1,3,110081,48,238390,55790,43373,67424,211483,35296,46809,51538,156963,284904,1789352,24,1
2,1986,110085,9,2,15000,8,0,0,832,3,3,1,2,4,110012,9,38064,50772,14958,139826,220185,17000,30756,10095,179912,346427,1608535,15,0
2,1953,110096,5,0,19000,9,0,1,693,0,3,1,0,2,110095,5,232155,14397,51613,10358,87011,42544,46012,53641,227282,372255,3834133,4,0
1,1989,110095,14,1,22000,9,1,0,426,3,0,2,0,3,110011,14,80881,15291,23676,126707,48230,50009,21228,18182,78290,298578,2154994,20,0
0,1994,110005,55,2,13000,6,2,2,829,0,1,0,1,1,110059,55,193947,40536,22150,89810,83724,32807,23589,38102,65857,81523,4964919,4,0
0,1974,110004,13,3,9000,6,1,2,690,0,1,1,0,3,110054,13,126136,30900,12538,48050,35311,35113,42650,41987,150055,229724,2458283,28,1
0,1966,110084,32,2,9000,8,1,1,523,1,2,2,1,4,110046,32,15341,29429,57115,134162,116782,11949,22939,22063,18151,41197,2483929,20,0
2,1985,110039,19,0,17000,9,0,1,838,1,2,1,0,1,110034,19,236629,56789,10868,120930,136025,56733,20814,57526,233582,153794,3536471,20,1
0,1974,110090,6,3,8000,1,1,2,464,0,0,0,0,0,110019,6,58310,35986,17849,13176,22515,59789,18865,23552,15246,126593,3629497,28,1
1,1980,110098,21,2,6000,9,0,2,572,3,0,2,1,2,110022,21,116387,44097,16686,84356,147469,54989,10777,26092,57069,194728,1281657,12,1
2,1950,110047,20,1,9000,5,1,1,377,2,0,2,2,2,110036,20,163408,46616,32969,134005,221051,42999,40600,21966,233551,205701,1241949,24,0
2,1951,110028,41,2,21000,4,1,2,551,1,0,0,2,4,110089,41,246973,11352,49032,163484,177089,44680,22726,27638,145581,266318,951933,12,0
2,1959,110001,21,0,5000,5,0,2,753,0,3,2,2,1,110096,21,30355,42891,31742,39809,99124,28170,17822,14428,70999,19236,4522696,20,0
0,1987,110045,32,3,23000,8,1,1,634,3,0,1,1,2,110095,32,68335,37544,39284,183910,104923,50196,56873,13852,159100,295708,2556702,24,0
2,1957,110073,45,3,0,7,2,1,471,1,1,1,0,4,110088,45,25027,55196,45813,238813,53668,30454,46948,58789,70289,324215,672457,28,0
0,1984,110061,52,0,19000,2,0,2,718,1,0,0,1,2,110080,52,121564,45780,41063,107249,137484,51222,11178,18742,183822,185928,1835539,4,0
2,1998,110078,57,1,11000,1,0,1,747,3,1,1,2,2,110004,57,176639,27445,25511,75024,55861,57520,55512,47095,224216,92034,2277199,15,0
1,1959,110097,45,3,6000,4,2,2,501,0,1,2,0,0,110022,45,230654,38123,22062,157048,36736,29073,36238,16645,155602,236531,811673,8,0
0,1965,110012,11,2,21000,4,0,1,395,1,1,1,0,3,110091,11,168196,41234,46551,198939,188067,22982,12130,57297,46067,300753,4781573,8,1
1,1979,110084,17,2,11000,4,1,0,507,3,0,2,2,0,110054,17,213335,45530,49167,220900,32886,23152,40210,29307,80126,358864,1136820,24,1
0,1960,110087,58,0,6000,1,0,1,889,3,1,0,0,0,110034,58,165234,32642,46552,29149,52048,29276,30124,22613,67348,252528,2190146,8,0
2,1995,110099,3,2,0,8,0,1,456,0,2,1,2,0,110003,3,113610,57183,24505,101768,238870,41905,23769,45559,189560,476008,4573694,20,1
1,1952,110033,40,1,9000,3,2,2,399,1,0,2,2,2,110039,40,233845,14673,19139,228500,87487,56058,13022,56800,247062,168196,1271213,28,1
2,1987,110063,12,2,20000,3,0,1,456,0,0,1,2,4,110023,12,103048,45413,21703,133783,191244,51264,41842,55559,205270,166919,260685,20,1
1,1952,110100,33,2,15000,7,1,1,761,1,0,1,1,4,110041,33,102745,12453,26100,189343,27562,20441,33914,42907,195277,321487,2164004,12,0
1,1976,110059,34,0,15000,8,2,1,743,0,2,2,1,3,110073,34,177735,14921,45284,141347,187090,14405,22694,12947,222037,220059,3838267,15,1
0,1973,110097,53,2,21000,8,2,1,550,2,0,1,1,1,110054,53,76091,36328,56709,29744,229538,13246,46167,20902,31529,150116,695986,32,0
2,1966,110065,17,3,21000,0,0,0,692,1,3,0,2,3,110045,17,120867,20499,47502,232780,145152,35879,47689,36861,129981,400935,2230506,4,1
2,1994,110068,15,3,19000,2,0,0,842,2,2,1,1,0,110095,15,169791,26576,40195,65386,247621,35828,48688,20764,225918,82735,421631,24,0
2,1985,110019,45,0,12000,7,1,2,380,1,0,0,1,2,110036,45,201677,41112,47807,58194,82308,39109,53873,59965,155535,482212,716197,28,0
1,1985,110032,40,0,13000,1,2,1,811,3,1,1,1,4,110049,40,83187,16695,19498,71341,68152,39347,34969,37074,222957,235944,1589558,15,1
0,1989,110037,45,2,9000,6,1,1,639,2,3,2,1,0,110026,45,31522,36360,36966,16051,158153,13278,32770,23232,131892,109221,3267175,8,1
1,1977,110005,64,3,14000,1,1,1,875,0,0,1,0,1,110026,64,98701,49434,56160,84109,239292,13424,48387,40783,70364,308613,652174,4,0
2,1998,110050,40,3,5000,5,1,0,873,3,3,0,1,2,110072,40,138678,32107,30552,115159,175703,55879,18510,22007,196057,69484,4241661,10,1
0,1955,110032,26,3,20000,9,1,0,871,1,2,1,1,4,110011,26,149129,28027,25189,197319,91974,41886,23145,33827,88770,224622,3622582,10,1
0,1994,110100,60,2,15000,5,2,1,539,1,0,2,1,2,110055,60,227449,54163,53356,231108,219564,57400,47915,41551,104553,27219,834301,10,0
1,1971,110041,42,2,6000,3,0,0,783,0,3,0,2,1,110043,42,70541,16441,34073,187992,24536,53410,11978,50199,247761,262627,2384530,28,1
1,1969,110039,15,0,13000,8,2,2,658,3,2,1,0,0,110083,15,177370,31848,22272,226675,133704,59832,33777,34529,204645,10206,1744234,32,0
2,1975,110065,26,2,5000,0,0,0,319,0,2,1,2,1,110019,26,203774,29417,59744,88715,195167,19511,55564,42945,43773,320063,1403688,10,1
2,1976,110030,19,3,20000,3,2,1,332,2,3,2,2,1,110037,19,22950,20715,40594,44860,184535,43329,40764,29356,105356,261165,4151123,4,1
2,1980,110088,8,3,10000,8,2,2,407,1,0,2,1,1,110042,8,197770,14634,38834,165131,128969,49492,16350,35955,168375,138079,522626,8,1
2,1977,110087,34,2,12000,1,0,1,526,2,1,0,2,3,110002,34,192957,42726,29603,41955,235463,56974,42901,42961,177414,48803,3318448,10,1
0,1972,110083,30,0,17000,9,2,2,510,0,2,1,2,3,110067,30,48341,36400,51849,234695,217676,54391,21585,16996,102802,19925,3224638,10,0
0,1968,110062,29,0,11000,1,0,2,552,1,0,2,1,3,110052,29,165229,34781,29426,116354,87638,34880,14202,47187,24711,40502,2156845,32,0
1,1971,110091,51,2,21000,8,1,0,849,1,2,2,0,0,110098,51,95776,27716,56063,110584,151477,14401,21276,39247,62490,326902,2260711,28,0
1,1981,110071,44,3,5000,3,1,1,761,3,2,2,2,3,110061,44,149648,41385,59642,187347,195015,44522,37248,50815,249708,212115,790205,28,1
0,1978,110022,32,0,16000,3,0,0,446,2,3,2,1,4,110069,32,225847,45458,31216,186740,25411,18078,43737,35096,34424,285227,4638063,8,1
1,1979,110047,43,3,14000,4,0,2,645,0,3,1,1,1,110017,43,90993,33727,43053,229806,54790,51236,46625,14166,169923,80941,1363780,32,1
2,1980,110034,36,3,16000,7,0,2,337,2,1,2,2,4,110072,36,89498,32453,23270,19878,36073,31340,35462,14164,64016,415370,4661603,28,1
2,1965,110001,32,0,16000,8,1,2,348,0,3,2,2,0,110007,32,64884,47707,26356,135090,196092,28199,13662,13625,194169,478398,1193509,32,0
0,1990,110079,9,1,23000,3,2,0,589,2,2,2,1,2,110010,9,62863,12363,19369,75005,197746,41990,28803,39490,27267,431791,1577728,12,1
1,1994,110040,8,1,13000,6,1,2,804,3,0,0,2,2,110024,8,82035,29662,21517,199295,116585,51438,55890,44676,59040,393591,1155932,8,1
2,1996,110011,51,3,22000,2,1,0,643,0,0,2,1,3,110023,51,130148,12579,38172,127920,160522,40925,58228,56489,35224,312467,4833736,12,1
1,1971,110090,63,1,9000,9,1,0,420,0,2,2,1,1,110028,63,80700,22798,26216,21236,29028,37279,37320,58849,84037,265156,1617199,10,1
0,1969,110052,0,3,11000,2,0,1,401,1,1,0,2,2,110035,0,99345,34744,48473,21600,117958,13591,11669,54568,200423,259066,1494656,20,1
2,1965,110095,14,0,15000,5,2,1,631,0,3,1,2,1,110046,14,78675,23810,14787,117302,91608,52528,25900,13803,139798,358483,2688682,8,1
2,1965,110021,56,2,19000,9,1,1,393,1,0,2,0,1,110055,56,76861,31252,29299,55208,80583,56229,19679,44699,57776,96099,4735379,20,0
2,1964,110034,0,3,12000,7,0,1,840,0,0,1,2,0,110039,0,86749,16370,23792,248378,239525,28579,29775,20942,49003,412239,3742023,20,1
0,1971,110009,37,3,10000,4,0,2,372,1,0,1,1,0,110033,37,232446,38122,52066,158375,189516,15008,17619,13253,14224,444026,845632,10,1
1,1961,110040,65,1,19000,8,1,2,453,2,1,1,2,4,110066,65,47598,46688,12864,247638,71227,18596,41147,41629,42692,179964,1499582,8,0
2,1988,110071,60,3,23000,1,2,1,718,1,3,0,1,1,110055,60,229739,15416,25330,189451,72481,42200,40281,47175,246721,457995,4407779,10,0
1,1993,110062,8,1,13000,2,2,2,685,1,3,1,0,2,110018,8,121541,54229,22550,107757,18807,49953,28959,51024,166068,228793,1281644,20,0
0,1954,110049,66,2,12000,4,0,0,312,2,0,1,1,2,110049,66,245326,51053,43341,129217,115421,28294,26773,57994,202519,341086,2365128,4,0
0,1979,110062,4,0,23000,6,2,0,660,0,2,2,0,1,110023,4,57364,51619,46094,136945,167459,56668,32832,19514,50481,443617,3372910,15,1
1,1997,110065,29,2,22000,4,1,1,654,2,0,2,2,2,110019,29,211272,15767,14506,120362,35624,14909,58685,43510,121328,304375,2049179,20,1
1,1996,110003,43,2,18000,6,0,0,393,1,0,2,0,3,110065,43,162057,31704,32526,93114,137783,14742,13901,36054,221364,311236,2431185,24,0
1,1982,110060,18,3,15000,6,2,2,355,3,3,1,2,1,110045,18,31216,22123,33714,220530,202433,18756,54552,25047,237988,206985,3618949,28,1
1,1954,110082,38,1,13000,7,0,1,656,3,1,2,0,0,110037,38,80597,16075,48760,136985,34217,11320,14182,11896,192912,149169,2517431,28,0
2,1959,110059,27,0,6000,9,2,0,765,3,2,2,0,2,110079,27,226123,59723,28594,95051,118823,17245,51592,36757,105981,368011,1644274,4,1
2,1993,110016,47,2,13000,5,2,1,708,0,3,0,2,4,110055,47,235233,14212,56416,59343,104863,51576,33687,13569,38234,259925,303946,4,0
2,1998,110035,65,3,19000,8,2,1,499,1,0,2,1,3,110038,65,142867,50656,35510,178103,119520,53381,47000,57464,72512,54452,4863487,28,1
2,1959,110009,18,3,8000,1,0,0,452,2,2,0,1,4,110046,18,212043,16506,41134,11983,113598,50089,10709,27008,159712,248051,2153030,24,0
2,1976,110012,19,2,9000,7,0,1,539,1,0,0,1,4,110059,19,225959,40284,39370,48542,215387,36740,17132,55974,85590,226725,182830,28,0
2,1992,110081,29,3,14000,3,2,0,870,1,0,0,1,1,110084,29,177537,53176,43611,71495,169264,40718,38279,42531,190046,353117,1013448,4,1
1,1985,110033,13,2,18000,5,1,1,552,2,3,1,2,2,110009,13,220095,17166,34788,55096,57435,35893,43879,49033,176240,208028,3410196,12,0
2,1983,110037,48,1,18000,5,1,0,417,0,1,1,2,3,110004,48,173219,50197,19864,210656,185690,27480,20494,46055,32705,380446,1411067,8,0
2,1992,110022,36,1,20000,8,0,1,767,1,2,0,0,0,110074,36,230839,45114,24454,205054,222817,21211,17275,19352,184777,315916,3700414,28,0
0,1983,110010,31,1,10000,8,0,0,551,0,2,1,2,2,110032,31,18909,22046,12769,42184,60873,13683,37344,36483,73169,307072,1775608,10,1
0,1980,110011,23,2,18000,6,0,0,562,3,1,0,0,1,110021,23,88036,46241,48144,245203,88252,16020,47489,34582,65384,395457,3031923,4,0
0,1971,110082,35,0,5000,5,2,0,669,2,0,1,2,3,110067,35,219743,26870,35237,54570,117827,16925,13175,23051,198511,79137,680482,24,0
1,1980,110097,14,0,20000,4,1,2,580,1,3,2,0,2,110083,14,218967,12641,12104,213308,66146,32417,44513,51388,235345,146814,2919012,20,0
2,1981,110037,56,3,19000,1,0,2,302,0,2,2,1,4,110007,56,167545,53824,47961,134629,189722,49851,36948,12789,146378,12266,395044,12,0
1,1987,110087,30,3,7000,3,2,1,529,2,0,2,0,4,110044,30,106483,33860,35987,66403,141239,43631,27051,45750,243250,238252,3337978,32,0
0,1993,110075,41,0,17000,9,0,0,706,3,3,1,2,0,110013,41,157786,33401,53871,41070,94786,21316,21455,12084,210226,201306,3906112,24,0
0,1981,110038,11,0,18000,3,1,0,487,3,2,0,1,2,110038,11,182052,37750,39787,160242,76588,12688,51893,55954,37831,276894,1977170,8,0
2,1958,110011,25,3,22000,5,0,2,443,2,2,0,2,2,110003,25,124536,17180,22591,204763,180469,16188,43719,29292,126451,276015,3427582,4,1
0,1962,110063,37,3,23000,8,0,1,422,1,1,0,0,2,110053,37,211707,32057,40257,192469,15193,21822,11175,15586,82919,397738,4505988,4,1
0,1994,110080,22,2,23000,6,1,2,688,3,0,0,0,1,110011,22,239278,46499,37352,89237,18056,10649,13874,45572,44363,40576,3346138,4,0
1,1978,110092,7,3,17000,3,2,2,538,3,1,0,2,1,110007,7,143690,30766,23835,230613,103576,31016,25629,58760,116029,34195,195334,10,0
0,1998,110061,24,1,13000,1,1,0,393,3,3,2,2,2,110085,24,29099,40532,44862,212390,47653,27639,10876,29626,146547,161833,751731,4,0
2,1970,110084,57,2,12000,3,0,1,587,0,3,0,2,3,110098,57,96577,26702,12128,216425,245724,29139,40655,34781,214197,78550,4761311,24,1
2,1975,110068,3,3,22000,6,2,0,697,2,3,1,2,2,110029,3,124995,52769,54105,213848,134406,46532,57753,24036,123307,405497,4489869,32,0
0,1989,110033,3,1,17000,1,2,1,655,1,3,1,0,3,110067,3,246439,40559,45572,170721,141943,57788,28889,47204,26527,236861,2202970,4,0
0,1962,110001,10,3,20000,3,0,2,701,3,2,0,0,2,110041,10,103140,14699,58559,27314,226751,18228,26249,51769,68036,210997,2623411,32,1
2,1991,110076,27,0,11000,2,1,0,855,3,0,1,0,4,110009,27,107739,52945,28197,11660,28553,51923,14470,43923,210774,93027,2092736,28,1
0,1966,110061,48,2,22000,4,0,2,580,2,3,0,2,2,110004,48,157114,56865,23775,123553,80139,33136,31986,42245,11925,89165,265734,8,1
2,1971,110049,12,2,11000,3,2,2,897,0,0,1,0,1,110024,12,240732,32182,14045,23032,55824,34136,38980,54104,131593,437543,2094343,15,1
0,1972,110023,42,1,12000,1,0,2,515,1,0,0,1,1,110013,42,245702,33943,46406,155470,110205,16502,28635,47217,203255,375500,702535,4,0
1,1959,110073,40,0,23000,8,2,2,406,1,3,2,2,3,110093,40,64789,27647,28104,134152,120382,13038,31359,33685,208474,446243,1932097,24,0
1,1972,110076,16,3,12000,7,0,2,635,2,2,2,0,4,110048,16,71384,50089,10414,200290,244677,34309,51865,33457,52509,251243,2664264,32,0
2,1991,110058,62,2,8000,2,1,0,572,0,2,2,1,4,110049,62,91571,32035,57042,140951,73370,58129,41673,46282,211582,276885,4994034,15,1
2,1966,110058,20,0,15000,8,2,0,647,3,3,1,1,4,110084,20,164494,28709,16084,175854,30450,51822,55589,25013,14886,230287,1723322,4,0
0,1997,110048,39,3,23000,3,2,0,388,3,2,1,1,0,110084,39,16141,56166,47157,46141,245937,11183,14320,19503,225483,297072,1434988,15,0
2,1997,110082,41,1,5000,8,2,2,849,1,0,2,0,1,110068,41,90851,30837,44515,59820,164137,41601,16763,58652,230551,309915,4696605,10,0
0,1964,110052,45,3,8000,4,0,1,323,3,0,2,2,3,110008,45,248105,34039,20062,74867,49914,26687,54977,38924,242556,306154,2145857,4,0
2,1959,110078,25,3,9000,3,1,0,302,3,3,0,1,1,110057,25,84582,21361,20274,10532,212621,15871,15263,22467,208488,108920,3638708,10,1
1,1966,110083,13,0,9000,7,2,0,483,0,3,0,0,1,110055,13,96550,54059,12291,122089,86204,31004,52664,22747,181524,429750,2985668,20,0
2,1957,110097,37,0,21000,6,0,2,315,0,1,2,1,2,110026,37,67813,24733,27396,160219,155487,33575,36289,18353,233809,135415,1798684,4,1
0,1963,110088,44,0,13000,0,2,0,432,3,2,2,1,2,110007,44,238405,35148,21621,125766,87237,39316,41890,20585,178142,95651,3212268,12,1
0,1998,110065,19,2,12000,7,0,2,713,3,2,2,2,1,110064,19,130781,28742,15739,240698,26139,44732,52018,35109,129449,378960,1531761,15,1
1,1977,110039,44,1,21000,5,2,1,315,3,1,0,2,3,110021,44,58387,44154,36482,83835,197695,54418,17360,35483,45236,159871,573132,32,0
1,1985,110045,50,3,23000,4,0,2,650,2,2,1,1,3,110092,50,213954,53177,44834,102754,231047,53441,43587,32535,19221,163120,2325589,12,1
1,1950,110093,4,2,7000,5,1,0,587,0,1,2,1,3,110005,4,44645,31422,40151,17983,234683,16485,28392,35386,118964,496925,1186719,32,0
1,1976,110024,21,3,5000,5,0,0,414,2,1,2,2,1,110063,21,146416,58061,57965,47861,41425,15797,15813,46584,249371,258566,892500,4,1
0,1985,110047,6,2,21000,3,0,0,860,3,2,0,0,2,110048,6,160027,11744,19127,162718,189758,57468,59241,11958,15501,67371,3196049,8,1
2,1967,110099,46,0,9000,5,0,2,820,2,1,1,2,4,110047,46,63333,49772,29336,140939,215651,43265,24639,55767,45003,234973,2215432,24,0
2,1959,110024,38,2,12000,5,2,0,307,3,3,0,1,3,110004,38,162126,44181,45572,200034,181245,17071,26516,11012,102740,396252,2207900,10,1
0,1963,110085,58,0,14000,5,2,0,385,0,2,2,1,3,110033,58,119058,36947,35529,191717,42316,10350,20168,40113,247269,276425,982400,4,0
1,1977,110080,33,3,22000,7,2,0,784,2,3,0,1,0,110052,33,133742,38663,54507,236951,88021,34220,28541,15981,132134,136067,3164223,10,1
1,1975,110002,13,2,16000,6,1,0,840,3,3,2,2,0,110092,13,34118,50151,17369,104463,226326,59436,31700,49188,34839,10437,2132850,12,0
0,1960,110055,56,0,23000,8,2,2,516,0,2,1,0,0,110097,56,207222,16250,58113,231382,192940,22386,30614,43737,234244,286274,4656053,15,1
0,1996,110078,40,2,12000,1,0,2,804,3,3,2,0,1,110076,40,228880,17881,37238,124278,136254,50473,55516,46806,110245,277759,3779056,28,1
0,1980,110029,65,2,7000,8,2,1,766,3,0,2,2,0,110021,65,67414,24071,39078,47082,191584,19270,55639,53067,230316,300105,2571977,4,1
2,1960,110035,8,2,11000,4,1,1,326,0,3,0,2,2,110010,8,180828,42394,11060,240874,52556,32806,50163,29753,65822,412281,2303864,12,1
2,1965,110075,35,1,8000,6,0,2,472,2,2,2,2,2,110091,35,182410,44501,53349,172445,34722,30105,22571,53513,18071,448891,3182899,4,0
2,1967,110086,20,0,20000,2,0,2,543,3,0,0,1,4,110096,20,137175,52329,37905,203010,131273,23931,51357,15771,240051,192486,2905792,28,1
2,1952,110045,48,2,16000,7,1,0,781,3,3,0,0,3,110033,48,195375,53143,14855,225812,83997,38692,26191,47009,71533,457946,4772045,12,0
2,1966,110016,27,2,15000,0,0,2,753,3,3,0,1,4,110064,27,225435,57552,57104,167219,57164,45278,40534,13507,183237,149094,3724698,8,1
1,1977,110099,7,3,7000,3,1,2,317,1,1,2,0,2,110042,7,122561,59488,28120,228104,248287,12534,54267,46952,60310,493360,2887189,10,1
0,1956,110096,18,2,22000,3,0,0,479,0,1,1,2,1,110097,18,77589,28530,27119,79538,170894,17695,23437,19836,148856,409283,2653182,8,0
0,1955,110057,26,1,7000,6,0,1,782,0,3,2,0,1,110085,26,129346,27291,45401,89269,128416,28827,15894,19665,247578,50824,2191836,15,0
2,1986,110084,66,2,21000,8,2,1,314,0,1,1,0,1,110011,66,215502,58076,31555,16811,92733,19696,34619,32393,81579,455072,3243986,12,0
0,1957,110046,57,3,23000,1,2,2,867,1,0,0,0,3,110073,57,206687,44438,14756,112314,227204,49402,10950,49596,162392,117498,1855790,32,0
2,1987,110056,35,1,6000,3,0,1,584,2,3,1,1,1,110033,35,11115,35899,37571,177419,218658,17398,49486,43908,22660,254252,2033304,28,1
0,1952,110004,18,3,5000,3,0,1,620,2,1,1,1,2,110016,18,210259,52986,53369,115799,27409,22652,30226,49848,100643,399347,1757349,8,0
2,1992,110018,5,3,19000,5,0,1,403,1,2,0,2,1,110074,5,68891,36058,13292,55496,174552,55812,36515,55820,209395,133365,2281391,4,1
2,1976,110008,12,2,11000,8,1,0,472,1,0,1,0,2,110089,12,161900,10347,34432,116974,150070,11350,18121,14428,166296,207446,1815832,28,0
0,1984,110093,29,1,21000,6,1,2,802,1,0,0,1,2,110008,29,218583,25272,28740,20729,101809,23329,50641,45248,203427,81574,2057209,4,0
2,1993,110040,8,3,13000,3,1,0,417,1,0,2,1,2,110006,8,130609,15567,48058,28778,127795,14844,29038,29223,162147,229295,1800508,8,0
1,1969,110079,55,2,15000,0,0,2,556,0,2,1,0,0,110067,55,142898,39996,36121,240915,81555,31057,20204,20828,92976,190993,3793793,15,1
2,1996,110056,3,2,20000,7,2,1,324,0,1,0,2,2,110019,3,46345,47381,25996,125976,128804,53821,22069,37628,54041,170422,1101681,12,1
1,1956,110091,36,2,17000,8,1,1,334,2,1,2,1,4,110070,36,218303,11867,54221,61572,55547,39457,44031,26188,146605,374141,622492,10,1
1,1983,110085,46,3,13000,7,0,0,884,3,1,1,0,4,110070,46,185088,17685,22330,104101,205523,50438,38212,24050,179476,433224,3229530,10,1
0,1993,110065,31,0,16000,6,1,1,625,1,1,0,2,0,110071,31,225321,36479,36365,192540,90038,19985,33180,56952,176926,448465,4244738,8,0
2,1973,110089,53,0,14000,0,2,1,568,3,3,2,1,1,110003,53,23560,34558,36779,24967,111443,15174,22663,20050,81710,251009,822610,28,0
2,1966,110034,39,1,10000,2,0,2,536,0,2,0,1,2,110004,39,20713,10591,56388,132796,176696,11191,43258,35002,101549,43653,1848736,20,1
0,1996,110024,45,0,21000,6,0,2,371,3,0,0,2,3,110047,45,91278,40450,15431,128119,191052,28837,49476,31798,170453,96366,3624951,10,0
2,1972,110076,5,2,5000,9,1,1,881,0,2,0,2,4,110010,5,177651,23990,52114,145915,241369,28812,27558,33948,233450,42138,4951023,8,1
1,1976,110022,21,1,8000,8,0,2,301,2,0,2,0,4,110029,21,79135,53538,22317,96532,98790,42427,56832,49123,129690,492381,1850068,8,0
0,1950,110010,1,0,21000,0,1,1,732,0,3,2,1,4,110072,1,62772,58668,15153,66312,230340,11120,47327,18280,206890,251359,3945820,28,0
0,1997,110018,49,3,8000,2,0,2,572,3,3,0,0,1,110010,49,144093,11198,18273,148758,69984,51842,35966,52754,132720,282015,1584729,12,0
1,1984,110074,0,1,5000,4,2,2,659,3,0,0,1,1,110086,0,227448,25604,46475,13048,19332,35786,15878,27729,173583,179040,820155,32,0
2,1980,110064,38,0,8000,7,2,1,493,3,1,0,1,3,110057,38,92968,14417,28162,219338,27291,30448,56342,57865,181452,230438,1617069,20,1
1,1952,110032,19,2,6000,6,0,2,833,1,2,0,2,1,110052,19,188514,28891,22128,122415,178603,52584,20882,44377,52053,366806,2705736,10,1
0,1996,110075,7,0,19000,3,2,1,374,2,1,1,2,0,110096,7,30678,46509,57578,99718,11330,30249,43644,52366,144604,250192,2068703,4,0
0,1958,110030,32,3,16000,1,0,2,505,1,2,2,1,2,110016,32,40967,31345,12057,116196,162665,50920,58336,11398,127480,273716,3441279,24,1
2,1956,110069,14,2,22000,4,0,0,448,1,3,1,2,1,110077,14,83571,41090,37401,199809,35459,52164,48084,14790,228031,231032,3587803,20,0
2,1995,110073,31,1,18000,5,1,2,606,1,2,0,2,1,110087,31,167529,27054,48200,102350,97604,28303,55774,56245,34343,184882,2549141,28,1
0,1954,110094,66,3,18000,5,1,0,569,0,0,2,0,1,110063,66,86153,34050,36066,98661,14797,37103,10496,11057,191429,321362,1487527,24,1
0,1981,110057,59,2,21000,3,2,2,322,0,2,1,2,0,110019,59,147970,26303,38738,89698,149286,13012,10297,36535,40288,182453,1958123,24,1
2,1952,110054,45,2,15000,4,1,2,661,0,2,0,0,3,110061,45,64007,21036,22248,102254,23971,58531,20355,20365,113847,46670,2658470,15,1
